Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
GLB1L3	17.300000	0	0	0	0	0	0	0	0	0	173	0
FGFR2	17.300000	0	0	0	0	0	0	0	173	0	0	0
DSCC1	17.300000	0	0	0	0	0	0	0	173	0	0	0
DCT	17.300000	0	0	0	0	0	0	0	173	0	0	0
CWF19L2	17.300000	0	0	0	0	0	0	0	173	0	0	0
CTDSP1	17.300000	0	0	0	0	0	0	0	173	0	0	0
CLDN10	17.300000	0	0	0	0	0	0	0	173	0	0	0
CCDC18	17.300000	0	0	0	0	0	0	0	0	173	0	0
CAP1	17.300000	0	0	0	0	0	0	0	0	173	0	0
ARNT	17.300000	0	0	0	0	0	0	0	89	84	0	0
ZNF397	17.200000	0	0	0	0	0	0	0	92	80	0	0
ZMIZ1	17.200000	0	0	0	0	0	0	0	172	0	0	0
UBA2	17.200000	0	0	0	0	0	0	0	172	0	0	0
TULP2	17.200000	0	0	0	0	0	0	0	172	0	0	0
TM2D1	17.200000	0	0	0	0	0	0	0	172	0	0	0
TBL1X	17.200000	0	0	0	0	0	0	0	172	0	0	0
TAF13	17.200000	0	0	0	0	0	0	0	0	172	0	0
SEC61G	17.200000	0	0	0	0	0	0	0	172	0	0	0
RPRD1A	17.200000	0	0	0	0	0	0	0	0	172	0	0
PTPN23	17.200000	0	0	0	0	0	0	0	0	172	0	0
PKD1L1	17.200000	0	0	0	0	0	0	0	0	172	0	0
PAH	17.200000	0	0	0	0	0	0	0	0	0	172	0
OTOS	17.200000	0	0	0	0	0	0	0	172	0	0	0
NUCB1	17.200000	0	0	0	0	0	0	0	172	0	0	0
MIS18BP1	17.200000	0	0	0	0	0	0	0	172	0	0	0
MAD2L2	17.200000	0	0	0	0	0	0	0	0	0	172	0
HIGD1A	17.200000	0	0	0	0	0	0	0	172	0	0	0
HABP4	17.200000	0	0	0	0	0	0	0	172	0	0	0
GUCA2B	17.200000	0	0	0	0	0	0	0	172	0	0	0
DRAXIN	17.200000	0	0	0	0	0	0	0	0	0	172	0
DRAM1	17.200000	0	0	0	0	0	0	0	172	0	0	0
CRABP1	17.200000	0	0	0	0	0	0	0	0	0	172	0
COPS9	17.200000	0	0	0	0	0	0	0	172	0	0	0
COMTD1	17.200000	0	0	0	0	0	0	0	172	0	0	0
CDC42EP2	17.200000	0	0	0	0	0	0	0	172	0	0	0
ASCL1	17.200000	0	0	0	0	0	0	0	0	0	172	0
ARID2	17.200000	0	0	0	0	0	0	0	172	0	0	0
ACKR2	17.200000	0	0	0	0	0	0	0	172	0	0	0
ZNF585A	17.100000	0	0	0	0	0	0	0	171	0	0	0
TRUB1	17.100000	0	0	0	0	0	0	0	0	171	0	0
TPRKB	17.100000	0	0	0	0	0	0	0	171	0	0	0
TDRD9	17.100000	0	0	0	0	0	0	0	171	0	0	0
RHBDF1	17.100000	0	0	0	0	0	0	0	171	0	0	0
RELT	17.100000	0	0	0	0	0	0	0	171	0	0	0
PTPN12	17.100000	0	0	0	0	0	0	0	171	0	0	0
OR4F3	17.100000	0	0	0	0	0	0	0	171	0	0	0
OR4F29	17.100000	0	0	0	0	0	0	0	171	0	0	0
OR4F16	17.100000	0	0	0	0	0	0	0	171	0	0	0
NOTCH2NLC	17.100000	0	0	0	0	0	0	0	171	0	0	0
MPG	17.100000	0	0	0	0	0	0	0	171	0	0	0
MAP4K5	17.100000	0	0	0	0	0	0	0	0	171	0	0
GCC2	17.100000	0	0	0	0	0	0	0	171	0	0	0
DNAJB2	17.100000	0	0	0	0	0	0	0	171	0	0	0
DCTPP1	17.100000	0	0	0	0	0	0	0	0	171	0	0
CLSTN1	17.100000	0	0	0	0	0	0	0	0	171	0	0
C6orf47	17.100000	0	0	0	0	0	0	0	95	76	0	0
ATP5MPL	17.100000	0	0	0	0	0	0	0	171	0	0	0
ATL1	17.100000	0	0	0	0	0	0	0	0	171	0	0
ATG7	17.100000	0	0	0	0	0	0	0	171	0	0	0
APOM	17.100000	0	0	0	0	0	0	0	95	76	0	0
ZSCAN12	17.000000	0	0	0	0	0	0	0	170	0	0	0
ZNF443	17.000000	0	0	0	0	0	0	0	170	0	0	0
USP14	17.000000	0	0	0	0	0	0	0	170	0	0	0
SSX2IP	17.000000	0	0	0	0	0	0	0	170	0	0	0
SHOX2	17.000000	0	0	0	0	0	0	0	170	0	0	0
RSRC1	17.000000	0	0	0	0	0	0	0	170	0	0	0
NIPBL	17.000000	0	0	0	0	0	0	0	170	0	0	0
NFIA	17.000000	0	0	0	0	0	0	0	170	0	0	0
MIGA1	17.000000	0	0	0	0	0	0	0	170	0	0	0
METRN	17.000000	0	0	0	0	0	0	0	170	0	0	0
LDHA	17.000000	0	0	0	0	0	0	0	170	0	0	0
KBTBD3	17.000000	0	0	0	0	0	0	0	0	170	0	0
HAGHL	17.000000	0	0	0	0	0	0	0	170	0	0	0
ETFBKMT	17.000000	0	0	0	0	0	0	0	170	0	0	0
DDIT4	17.000000	0	0	0	0	0	0	0	170	0	0	0
CYP20A1	17.000000	0	0	0	0	0	0	0	170	0	0	0
CLPTM1L	17.000000	0	0	0	0	0	0	0	170	0	0	0
CCDC78	17.000000	0	0	0	0	0	0	0	170	0	0	0
BAG6	17.000000	0	0	0	0	0	0	0	94	76	0	0
AP5S1	17.000000	0	0	0	0	0	0	0	170	0	0	0
ANTKMT	17.000000	0	0	0	0	0	0	0	170	0	0	0
AASDHPPT	17.000000	0	0	0	0	0	0	0	0	170	0	0
ZFC3H1	16.900000	0	0	0	0	0	0	0	0	169	0	0
XBP1	16.900000	0	0	0	0	0	0	0	169	0	0	0
WFDC3	16.900000	0	0	0	0	0	0	0	169	0	0	0
TMEM8B	16.900000	0	0	0	0	0	0	0	169	0	0	0
THAP2	16.900000	0	0	0	0	0	0	0	0	169	0	0
TENT5A	16.900000	0	0	0	0	0	0	0	169	0	0	0
ST3GAL2	16.900000	0	0	0	0	0	0	0	169	0	0	0
SRSF6	16.900000	0	0	0	0	0	0	0	169	0	0	0
SLC4A2	16.900000	0	0	0	0	0	0	0	169	0	0	0
SHISAL2B	16.900000	0	0	0	0	0	0	0	0	0	169	0
SAMD11	16.900000	0	0	0	0	0	0	0	169	0	0	0
REPIN1	16.900000	0	0	0	0	0	0	0	169	0	0	0
RAB12	16.900000	0	0	0	0	0	0	0	169	0	0	0
NR4A2	16.900000	0	0	0	0	0	0	0	0	169	0	0
NPAS1	16.900000	0	0	0	0	0	0	0	169	0	0	0
NEK11	16.900000	0	0	0	0	0	0	0	169	0	0	0
NAA35	16.900000	0	0	0	0	0	0	0	0	169	0	0
MTHFD2L	16.900000	0	0	0	0	0	0	0	169	0	0	0
METTL8	16.900000	0	0	0	0	0	0	0	0	169	0	0
MAPK8IP3	16.900000	0	0	0	0	0	0	0	169	0	0	0
FCSK	16.900000	0	0	0	0	0	0	0	169	0	0	0
ESR2	16.900000	0	0	0	0	0	0	0	0	169	0	0
DNTTIP1	16.900000	0	0	0	0	0	0	0	169	0	0	0
DCAF17	16.900000	0	0	0	0	0	0	0	0	169	0	0
CYTH4	16.900000	169	0	0	0	0	0	0	0	0	0	0
CDK5	16.900000	0	0	0	0	0	0	0	169	0	0	0
ASTE1	16.900000	0	0	0	0	0	0	0	169	0	0	0
ASIC3	16.900000	0	0	0	0	0	0	0	169	0	0	0
ZNF347	16.800000	168	0	0	0	0	0	0	0	0	0	0
UTP15	16.800000	0	0	0	0	0	0	0	168	0	0	0
USHBP1	16.800000	0	0	0	0	0	0	0	168	0	0	0
UHRF2	16.800000	0	0	0	0	0	0	0	168	0	0	0
TRAPPC12	16.800000	0	0	0	0	0	0	0	168	0	0	0
TEDC2	16.800000	0	0	0	0	0	0	0	0	168	0	0
SNIP1	16.800000	0	0	0	0	0	0	0	168	0	0	0
SLC25A11	16.800000	0	0	0	0	0	0	0	0	168	0	0
SEC24B	16.800000	0	0	0	0	0	0	0	168	0	0	0
RPL13	16.800000	0	0	0	0	0	0	0	168	0	0	0
RNF167	16.800000	0	0	0	0	0	0	0	0	168	0	0
RERE	16.800000	0	0	0	0	0	0	0	168	0	0	0
PFN1	16.800000	0	0	0	0	0	0	0	0	168	0	0
GRAMD1B	16.800000	0	0	0	0	0	0	0	0	0	168	0
ENO3	16.800000	0	0	0	0	0	0	0	0	168	0	0
EIPR1	16.800000	0	0	0	0	0	0	0	168	0	0	0
DTD2	16.800000	0	0	0	0	0	0	0	0	168	0	0
DNALI1	16.800000	0	0	0	0	0	0	0	168	0	0	0
DHRS4	16.800000	0	0	0	0	0	0	0	0	168	0	0
CHRM3	16.800000	0	0	0	0	0	0	0	70	0	98	0
CCNT1	16.800000	0	0	0	0	0	0	0	0	168	0	0
BCL7B	16.800000	0	0	0	0	0	0	0	168	0	0	0
BAHCC1	16.800000	0	0	0	0	0	0	0	168	0	0	0
BABAM1	16.800000	0	0	0	0	0	0	0	168	0	0	0
ANKRA2	16.800000	0	0	0	0	0	0	0	168	0	0	0
ALPG	16.800000	0	0	0	0	0	0	0	168	0	0	0
VAPB	16.700000	0	0	0	0	0	0	0	167	0	0	0
TIMELESS	16.700000	0	0	0	0	0	0	0	88	79	0	0
TBC1D9B	16.700000	0	0	0	0	0	0	0	0	167	0	0
SLAMF8	16.700000	0	0	0	0	0	0	0	167	0	0	0
SFT2D2	16.700000	0	0	0	0	0	0	0	167	0	0	0
SERINC4	16.700000	0	0	0	0	0	0	0	0	167	0	0
SERF2	16.700000	0	0	0	0	0	0	0	0	167	0	0
RNF141	16.700000	0	0	0	0	0	0	0	167	0	0	0
REXO1	16.700000	0	0	0	0	0	0	0	167	0	0	0
PLD6	16.700000	0	0	0	0	0	0	0	0	167	0	0
NGB	16.700000	0	0	0	0	0	0	0	0	0	167	0
MIP	16.700000	0	0	0	0	0	0	0	88	79	0	0
LRRC8A	16.700000	0	0	0	0	0	0	0	167	0	0	0
KYAT1	16.700000	0	0	0	0	0	0	0	167	0	0	0
KITLG	16.700000	0	0	0	0	0	0	0	0	167	0	0
HYPK	16.700000	0	0	0	0	0	0	0	0	167	0	0
HS1BP3	16.700000	0	0	0	0	0	0	0	167	0	0	0
GORASP2	16.700000	0	0	0	0	0	0	0	167	0	0	0
FER1L6	16.700000	0	0	0	0	0	0	0	167	0	0	0
FBXW7	16.700000	0	0	0	0	0	0	0	0	167	0	0
EXOSC10	16.700000	0	0	0	0	0	0	0	0	167	0	0
EFCAB2	16.700000	0	0	0	0	0	0	0	167	0	0	0
CDK11B	16.700000	0	0	0	0	0	0	0	167	0	0	0
BPGM	16.700000	0	0	0	0	0	0	0	167	0	0	0
TSPYL2	16.600000	0	0	0	0	0	0	0	166	0	0	0
STYK1	16.600000	0	0	0	0	0	0	0	0	166	0	0
STMN3	16.600000	0	0	0	0	0	0	0	166	0	0	0
SPRY2	16.600000	0	0	0	0	0	0	0	166	0	0	0
SIAH2	16.600000	0	0	0	0	0	0	0	166	0	0	0
RTN2	16.600000	0	0	0	0	0	0	0	166	0	0	0
RTEL1	16.600000	0	0	0	0	0	0	0	166	0	0	0
ROMO1	16.600000	0	0	0	0	0	0	0	166	0	0	0
RASEF	16.600000	0	0	0	0	0	0	0	166	0	0	0
PTPDC1	16.600000	0	0	0	0	0	0	0	166	0	0	0
PPP2R5C	16.600000	0	0	0	0	0	0	0	0	166	0	0
POP4	16.600000	0	0	0	0	0	0	0	166	0	0	0
PITRM1	16.600000	0	0	0	0	0	0	0	166	0	0	0
NFS1	16.600000	0	0	0	0	0	0	0	166	0	0	0
NAPRT	16.600000	0	0	0	0	0	0	0	0	166	0	0
MROH6	16.600000	0	0	0	0	0	0	0	0	166	0	0
LLPH	16.600000	0	0	0	0	0	0	0	85	81	0	0
ISY1-RAB43	16.600000	0	0	0	0	0	0	0	166	0	0	0
ISY1	16.600000	0	0	0	0	0	0	0	166	0	0	0
HECTD3	16.600000	0	0	0	0	0	0	0	166	0	0	0
FZD4	16.600000	0	0	0	0	0	0	0	166	0	0	0
ERFE	16.600000	0	0	0	0	0	0	0	0	0	166	0
DNTTIP2	16.600000	0	0	0	0	0	0	0	166	0	0	0
CCDC144A	16.600000	0	0	0	0	0	0	0	166	0	0	0
BIRC5	16.600000	0	0	0	0	0	0	0	166	0	0	0
ZNF547	16.500000	0	0	0	0	0	0	0	165	0	0	0
XRN1	16.500000	0	0	0	0	0	0	0	165	0	0	0
TRAPPC2B	16.500000	0	0	0	0	0	0	0	165	0	0	0
TMEM106B	16.500000	0	0	0	0	0	0	0	0	165	0	0
SLC1A3	16.500000	0	0	0	0	0	0	0	0	165	0	0
SLC10A5	16.500000	0	0	0	0	0	0	0	165	0	0	0
SEMA6C	16.500000	0	0	0	0	0	0	0	165	0	0	0
RGS3	16.500000	0	0	0	0	0	0	0	165	0	0	0
POLB	16.500000	0	0	0	0	0	0	0	0	165	0	0
PMS2	16.500000	0	0	0	0	0	0	0	165	0	0	0
PLPP5	16.500000	0	0	0	0	0	0	0	0	165	0	0
PCCB	16.500000	0	0	0	0	0	0	0	165	0	0	0
PAN3	16.500000	0	0	0	0	0	0	0	165	0	0	0
NDE1	16.500000	0	0	0	0	0	0	0	165	0	0	0
MLX	16.500000	0	0	0	0	0	0	0	165	0	0	0
MARF1	16.500000	0	0	0	0	0	0	0	165	0	0	0
LRFN3	16.500000	0	0	0	0	0	0	0	165	0	0	0
LPAR5	16.500000	0	0	0	0	0	0	0	0	165	0	0
KLHL18	16.500000	0	0	0	0	0	0	0	0	165	0	0
KIF9	16.500000	0	0	0	0	0	0	0	0	165	0	0
IMPA1	16.500000	0	0	0	0	0	0	0	165	0	0	0
HSD17B4	16.500000	0	0	0	0	0	0	0	0	165	0	0
FEZF1	16.500000	0	0	0	0	0	0	0	0	0	165	0
DENR	16.500000	0	0	0	0	0	0	0	165	0	0	0
COASY	16.500000	0	0	0	0	0	0	0	165	0	0	0
CARD10	16.500000	0	0	0	0	0	0	0	165	0	0	0
C6orf136	16.500000	0	0	0	0	0	0	0	0	165	0	0
BARX2	16.500000	0	0	0	0	0	0	0	165	0	0	0
AIMP2	16.500000	0	0	0	0	0	0	0	165	0	0	0
AGPS	16.500000	0	0	0	0	0	0	0	165	0	0	0
WWC1	16.400000	0	0	0	0	0	0	0	164	0	0	0
TBC1D2	16.400000	0	0	0	0	0	0	0	0	164	0	0
STAMBP	16.400000	0	0	0	0	0	0	0	164	0	0	0
SCD	16.400000	0	0	0	0	0	0	0	164	0	0	0
RNASEH2B	16.400000	0	0	0	0	0	0	0	164	0	0	0
PTGS2	16.400000	0	0	0	0	0	0	0	164	0	0	0
NRAS	16.400000	0	0	0	0	0	0	0	164	0	0	0
MRPS7	16.400000	0	0	0	0	0	0	0	164	0	0	0
MIF4GD	16.400000	0	0	0	0	0	0	0	164	0	0	0
MFSD14C	16.400000	0	0	0	0	0	0	0	164	0	0	0
LTO1	16.400000	0	0	0	0	0	0	0	164	0	0	0
L2HGDH	16.400000	0	0	0	0	0	0	0	0	164	0	0
KIAA1549L	16.400000	0	0	0	0	0	0	0	0	0	164	0
JMY	16.400000	0	0	0	0	0	0	0	0	164	0	0
INTS3	16.400000	0	0	0	0	0	0	0	164	0	0	0
GOLIM4	16.400000	0	0	0	0	0	0	0	164	0	0	0
GGA3	16.400000	0	0	0	0	0	0	0	164	0	0	0
FKTN	16.400000	0	0	0	0	0	0	0	72	92	0	0
FH	16.400000	0	0	0	0	0	0	0	164	0	0	0
DMAC2L	16.400000	0	0	0	0	0	0	0	0	164	0	0
C7orf26	16.400000	0	0	0	0	0	0	0	164	0	0	0
ATP5F1A	16.400000	0	0	0	0	0	0	0	0	164	0	0
TMEM61	16.300000	0	0	0	0	0	0	0	163	0	0	0
TGM1	16.300000	0	0	0	0	0	0	0	163	0	0	0
TBC1D16	16.300000	0	0	0	0	0	0	0	163	0	0	0
SAC3D1	16.300000	0	0	0	0	0	0	0	163	0	0	0
SAAL1	16.300000	0	0	0	0	0	0	0	163	0	0	0
RPUSD1	16.300000	0	0	0	0	0	0	0	163	0	0	0
REN	16.300000	0	0	0	0	0	0	0	163	0	0	0
RABGGTA	16.300000	0	0	0	0	0	0	0	163	0	0	0
NFKB2	16.300000	0	0	0	0	0	0	0	163	0	0	0
NDUFB6	16.300000	0	0	0	0	0	0	0	163	0	0	0
MIF	16.300000	0	0	0	0	0	0	0	0	163	0	0
KPTN	16.300000	0	0	0	0	0	0	0	163	0	0	0
INSYN2A	16.300000	0	0	0	0	0	0	0	0	0	163	0
GRAMD1C	16.300000	0	0	0	0	0	0	0	163	0	0	0
DNAJC16	16.300000	0	0	0	0	0	0	0	163	0	0	0
CHTF18	16.300000	0	0	0	0	0	0	0	163	0	0	0
CDK19	16.300000	0	0	0	0	0	0	0	0	163	0	0
CCDC40	16.300000	0	0	0	0	0	0	0	163	0	0	0
CASP9	16.300000	0	0	0	0	0	0	0	163	0	0	0
BHMG1	16.300000	0	0	0	0	0	0	0	163	0	0	0
ADCK5	16.300000	0	0	0	0	0	0	0	163	0	0	0
ZNF316	16.200000	0	0	0	0	0	0	0	162	0	0	0
ZNF233	16.200000	0	0	0	0	0	0	0	162	0	0	0
VPS37D	16.200000	0	0	0	0	0	0	0	162	0	0	0
TPCN2	16.200000	0	0	0	0	0	0	0	162	0	0	0
TMEM116	16.200000	0	0	0	0	0	0	0	0	162	0	0
TGFBR2	16.200000	0	0	0	0	0	0	0	162	0	0	0
TENT2	16.200000	0	0	0	0	0	0	0	162	0	0	0
TECPR2	16.200000	0	0	0	0	0	0	0	162	0	0	0
SEC61A1	16.200000	0	0	0	0	0	0	0	162	0	0	0
RSF1	16.200000	0	0	0	0	0	0	0	162	0	0	0
REC114	16.200000	0	0	0	0	0	0	0	162	0	0	0
RBSN	16.200000	0	0	0	0	0	0	0	162	0	0	0
PIGU	16.200000	0	0	0	0	0	0	0	162	0	0	0
NAA10	16.200000	0	0	0	0	0	0	0	162	0	0	0
MFSD2A	16.200000	0	0	0	0	0	0	0	162	0	0	0
MBD2	16.200000	0	0	0	0	0	0	0	162	0	0	0
GOLGA8N	16.200000	0	0	0	0	0	0	0	162	0	0	0
GAN	16.200000	0	0	0	0	0	0	0	162	0	0	0
ERP29	16.200000	0	0	0	0	0	0	0	0	162	0	0
EFNA5	16.200000	0	0	0	0	0	0	0	162	0	0	0
EDF1	16.200000	0	0	0	0	0	0	0	162	0	0	0
CYP3A5	16.200000	0	0	0	0	0	0	0	162	0	0	0
CXXC5	16.200000	0	0	0	0	0	0	0	162	0	0	0
COPG2	16.200000	0	0	0	0	0	0	0	162	0	0	0
CINP	16.200000	0	0	0	0	0	0	0	162	0	0	0
CERS6	16.200000	0	0	0	0	0	0	0	162	0	0	0
AVPI1	16.200000	0	0	0	0	0	0	0	162	0	0	0
ATP9B	16.200000	0	0	0	0	0	0	0	162	0	0	0
ARHGAP4	16.200000	0	0	0	0	0	0	0	162	0	0	0
ARHGAP18	16.200000	0	0	0	0	0	0	0	0	162	0	0
ABCA3	16.200000	0	0	0	0	0	0	0	162	0	0	0
AAMDC	16.200000	0	0	0	0	0	0	0	162	0	0	0
ZNF436	16.100000	0	0	0	0	0	0	0	161	0	0	0
TRIM69	16.100000	0	0	0	0	0	0	0	161	0	0	0
TIMM13	16.100000	0	0	0	0	0	0	0	0	161	0	0
SYCE1L	16.100000	0	0	0	0	0	0	0	161	0	0	0
SMAD1	16.100000	0	0	0	0	0	0	0	161	0	0	0
RPL39L	16.100000	0	0	0	0	0	0	0	0	161	0	0
PDRG1	16.100000	0	0	0	0	0	0	0	161	0	0	0
PDCD11	16.100000	0	0	0	0	0	0	0	161	0	0	0
OSBPL1A	16.100000	0	0	0	0	0	0	0	161	0	0	0
NPAP1L	16.100000	0	0	0	0	0	0	0	0	0	161	0
NFE2L2	16.100000	0	0	0	0	0	0	0	161	0	0	0
MON1B	16.100000	0	0	0	0	0	0	0	161	0	0	0
KANK4	16.100000	0	0	0	0	0	0	0	0	0	161	0
HSPA8	16.100000	0	0	0	0	0	0	0	161	0	0	0
GINS3	16.100000	0	0	0	0	0	0	0	0	161	0	0
FXYD5	16.100000	0	0	0	0	0	0	0	0	161	0	0
FBXO8	16.100000	0	0	0	0	0	0	0	161	0	0	0
FAM163B	16.100000	161	0	0	0	0	0	0	0	0	0	0
DNAJC3	16.100000	0	0	0	0	0	0	0	161	0	0	0
CTNNB1	16.100000	0	0	0	0	0	0	0	161	0	0	0
CPD	16.100000	0	0	0	0	0	0	0	161	0	0	0
CEP44	16.100000	0	0	0	0	0	0	0	161	0	0	0
BCKDHB	16.100000	0	0	0	0	0	0	0	0	161	0	0
ATP6V1C1	16.100000	0	0	0	0	0	0	0	161	0	0	0
ATP5MD	16.100000	0	0	0	0	0	0	0	161	0	0	0
AQP2	16.100000	0	0	0	0	0	0	0	161	0	0	0
APC	16.100000	0	0	0	0	0	0	0	0	161	0	0
ANAPC10	16.100000	0	0	0	0	0	0	0	0	161	0	0
ABCE1	16.100000	0	0	0	0	0	0	0	0	161	0	0
ZNF697	16.000000	0	0	0	0	0	0	0	160	0	0	0
VANGL2	16.000000	0	0	0	0	0	0	0	160	0	0	0
URM1	16.000000	0	0	0	0	0	0	0	160	0	0	0
SMIM12	16.000000	0	0	0	0	0	0	0	160	0	0	0
SLC1A5	16.000000	0	0	0	0	0	0	0	160	0	0	0
SETD4	16.000000	0	0	0	0	0	0	0	0	160	0	0
RELB	16.000000	0	0	0	0	0	0	0	160	0	0	0
PPP1R12C	16.000000	0	0	0	0	0	0	0	160	0	0	0
POLR2E	16.000000	0	0	0	0	0	0	0	0	160	0	0
PKD1L3	16.000000	0	0	0	0	0	0	0	160	0	0	0
PEMT	16.000000	0	0	0	0	0	0	0	160	0	0	0
NOL4L	16.000000	0	0	0	0	0	0	0	160	0	0	0
NCAPG2	16.000000	0	0	0	0	0	0	0	160	0	0	0
MYL5	16.000000	0	0	0	0	0	0	0	160	0	0	0
MTERF2	16.000000	0	0	0	0	0	0	0	160	0	0	0
MRPS2	16.000000	0	0	0	0	0	0	0	160	0	0	0
MFRP	16.000000	0	0	0	0	0	0	0	0	160	0	0
MDK	16.000000	0	0	0	0	0	0	0	160	0	0	0
LPIN1	16.000000	0	0	0	0	0	0	0	160	0	0	0
LIM2	16.000000	0	0	0	0	0	0	0	160	0	0	0
IRF9	16.000000	0	0	0	0	0	0	0	160	0	0	0
GPX4	16.000000	0	0	0	0	0	0	0	0	160	0	0
GID4	16.000000	0	0	0	0	0	0	0	160	0	0	0
EVI5	16.000000	0	0	0	0	0	0	0	0	160	0	0
ERP27	16.000000	0	0	0	0	0	0	0	160	0	0	0
ELOVL1	16.000000	0	0	0	0	0	0	0	160	0	0	0
DHODH	16.000000	0	0	0	0	0	0	0	160	0	0	0
COL9A1	16.000000	0	0	0	0	0	0	0	160	0	0	0
CHRM4	16.000000	0	0	0	0	0	0	0	160	0	0	0
CDC20	16.000000	0	0	0	0	0	0	0	160	0	0	0
CBR1	16.000000	0	0	0	0	0	0	0	0	160	0	0
C9orf116	16.000000	0	0	0	0	0	0	0	160	0	0	0
C6orf141	16.000000	0	0	0	0	0	0	0	160	0	0	0
C19orf84	16.000000	0	0	0	0	0	0	0	160	0	0	0
BIRC3	16.000000	0	0	0	0	0	0	0	160	0	0	0
ATPAF2	16.000000	0	0	0	0	0	0	0	160	0	0	0
ATP5ME	16.000000	0	0	0	0	0	0	0	160	0	0	0
ZNF468	15.900000	0	0	0	0	0	0	0	159	0	0	0
ZNF428	15.900000	0	0	0	0	0	0	0	159	0	0	0
ZFP62	15.900000	0	0	0	0	0	0	0	159	0	0	0
TUBGCP5	15.900000	0	0	0	0	0	0	0	159	0	0	0
TTC33	15.900000	0	0	0	0	0	0	0	159	0	0	0
TSPAN14	15.900000	0	0	0	0	0	0	0	159	0	0	0
TRIM4	15.900000	0	0	0	0	0	0	0	159	0	0	0
TRAF7	15.900000	0	0	0	0	0	0	0	159	0	0	0
SRRM5	15.900000	0	0	0	0	0	0	0	159	0	0	0
SF3B1	15.900000	0	0	0	0	0	0	0	77	82	0	0
RAB26	15.900000	0	0	0	0	0	0	0	159	0	0	0
PSME4	15.900000	0	0	0	0	0	0	0	159	0	0	0
PRRG4	15.900000	0	0	0	0	0	0	0	159	0	0	0
PPP2R3B	15.900000	0	0	0	0	0	0	0	159	0	0	0
PKLR	15.900000	0	0	0	0	0	0	0	159	0	0	0
PIK3R1	15.900000	0	0	0	0	0	0	0	159	0	0	0
PDS5B	15.900000	0	0	0	0	0	0	0	159	0	0	0
NXPE3	15.900000	0	0	0	0	0	0	0	159	0	0	0
NOTCH2NLB	15.900000	0	0	0	0	0	0	0	159	0	0	0
N4BP2L2	15.900000	0	0	0	0	0	0	0	159	0	0	0
MRPS30	15.900000	0	0	0	0	0	0	0	0	159	0	0
MNT	15.900000	0	0	0	0	0	0	0	159	0	0	0
MESP1	15.900000	0	0	0	0	0	0	0	159	0	0	0
MAP3K2	15.900000	0	0	0	0	0	0	0	159	0	0	0
IRF5	15.900000	0	0	0	0	0	0	0	159	0	0	0
IKBKG	15.900000	0	0	0	0	0	0	0	159	0	0	0
HSDL1	15.900000	0	0	0	0	0	0	0	159	0	0	0
HIF1A	15.900000	0	0	0	0	0	0	0	159	0	0	0
GTF3C4	15.900000	0	0	0	0	0	0	0	0	159	0	0
GJC3	15.900000	0	0	0	0	0	0	0	159	0	0	0
FDPS	15.900000	0	0	0	0	0	0	0	159	0	0	0
EIF3L	15.900000	0	0	0	0	0	0	0	159	0	0	0
DNAAF1	15.900000	0	0	0	0	0	0	0	159	0	0	0
DDX31	15.900000	0	0	0	0	0	0	0	0	159	0	0
CTTNBP2NL	15.900000	0	0	0	0	0	0	0	159	0	0	0
CHEK1	15.900000	0	0	0	0	0	0	0	0	159	0	0
BCAT2	15.900000	0	0	0	0	0	0	0	0	159	0	0
ATRN	15.900000	0	0	0	0	0	0	0	159	0	0	0
ANKRD54	15.900000	0	0	0	0	0	0	0	159	0	0	0
AARS2	15.900000	0	0	0	0	0	0	0	159	0	0	0
ZNF587	15.800000	0	0	0	0	0	0	0	158	0	0	0
USP17L7	15.800000	158	0	0	0	0	0	0	0	0	0	0
USP17L2	15.800000	158	0	0	0	0	0	0	0	0	0	0
UBE2V1	15.800000	0	0	0	0	0	0	0	158	0	0	0
TTC34	15.800000	0	0	0	0	0	0	0	158	0	0	0
TNFAIP1	15.800000	0	0	0	0	0	0	0	158	0	0	0
TMEM14A	15.800000	0	0	0	0	0	0	0	158	0	0	0
TMEM109	15.800000	0	0	0	0	0	0	0	158	0	0	0
TBC1D4	15.800000	0	0	0	0	0	0	0	158	0	0	0
ST3GAL4	15.800000	0	0	0	0	0	0	0	158	0	0	0
SLC5A6	15.800000	0	0	0	0	0	0	0	0	158	0	0
RSPH14	15.800000	0	0	0	0	0	0	0	158	0	0	0
RP9	15.800000	0	0	0	0	0	0	0	158	0	0	0
RHOU	15.800000	0	0	0	0	0	0	0	158	0	0	0
RASA4B	15.800000	0	0	0	0	0	0	0	158	0	0	0
RACK1	15.800000	0	0	0	0	0	0	0	158	0	0	0
RAB36	15.800000	0	0	0	0	0	0	0	158	0	0	0
PRPF19	15.800000	0	0	0	0	0	0	0	158	0	0	0
PPP2R5D	15.800000	0	0	0	0	0	0	0	158	0	0	0
PPP1R8	15.800000	0	0	0	0	0	0	0	158	0	0	0
PGM2	15.800000	0	0	0	0	0	0	0	0	158	0	0
PEX6	15.800000	0	0	0	0	0	0	0	158	0	0	0
